genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_min,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Classical,Ludwig van Beethoven,"Symphony No. 4 in B-Flat Major, Op. 60: II. Adagio (Live)",3R251HMwSKACZVwtbz8Yxw,3,0.973,0.225,10.75755,0.0421,0.665,0.424,-22.314,0.0392,60.278,0.0672
Electronic,Christian Löffler,Neo,1xm2dkD3qpHdw9h7YTDozm,41,0.637,0.625,7.292483333333333,0.3,0.897,0.115,-20.749,0.0436,121.993,0.0688
Country,Brooks & Dunn,If You See Him / If You See Her,2oVHGcTYHHcgwDwucj4hnM,41,0.337,0.39,3.97555,0.413,1.75e-06,0.12,-8.545,0.0259,164.833,0.187
Electronic,Metronomy,Do the Right Thing,7c87DJEAfgmAENpjDYifaL,42,0.63,0.718,2.957116666666667,0.634,0.879,0.296,-8.557,0.0386,122.049,0.552
Electronic,Christian Löffler,Young Alaska,5h9lReVBgy1ZVgqbzbdAPF,37,0.0807,0.727,4.4368,0.545,0.957,0.12,-12.252,0.0455,118.98,0.239
Comedy,Katt Williams,Scared of Rope,77w6EWTNy6shOIvH7EQ8fd,22,0.678,0.641,5.127016666666667,0.564,0.0,0.831,-22.089,0.902,112.847,0.335
Anime,Rozen,A Beautiful Song,6XxspOXHSwzodDVfBD9uKk,40,0.239,0.329,3.5102166666666665,0.719,0.0,0.188,-7.249,0.0523,73.912,0.188
Classical,Pyotr Ilyich Tchaikovsky,"Concerto in D Major for Violin and Orchestra, Op. 35: II. Canzonetta: Andante (attacca)",6OmcEDmROL9NN3botNETKS,29,0.928,0.186,6.86245,0.0488,0.519,0.103,-29.752,0.0457,102.988,0.0383
Electronic,Excision,1 On 1,3X5yGDzloO11zXx6ELmvgU,47,0.0461,0.696,3.32,0.846,0.0107,0.176,-1.305,0.238,150.056,0.498
Soundtrack,James Newton Howard,London,7hS3i9y9gi81OOFT1rCfSU,52,0.683,0.448,2.64355,0.174,0.926,0.369,-20.754,0.0307,79.659,0.13
Electronic,Slushii,Sapient Dream,0mhcWPYviFvHzhrOuZiZQM,51,0.0216,0.498,4.146416666666667,0.545,0.808,0.0996,-7.917,0.0481,177.984,0.0383
Opera,Richard Wagner,"Tristan und Isolde, WWV. 90, Act I: Prelude",36CfDyJu8BWssNaM8BcfWr,9,0.964,0.0974,9.668666666666669,0.0463,0.751,0.0853,-22.519,0.0417,88.981,0.0276
Comedy,Paul F. Tompkins,The Sink and the Mirror,1A2ZHsouZ8lgxuhpNW2HB7,16,0.846,0.591,4.93845,0.637,1.26e-05,0.754,-11.634,0.887,128.638,0.315
Children's Music,Kimbo Children's Music,Peanut Butter,021Sxbrwisz04cb1jquCm4,0,0.165,0.91,1.29045,0.363,0.0,0.264,-16.357,0.465,130.841,0.731
Soul,Crooked Colours,Shine On,1PtCpbvnH8sXvndn9TmomO,39,0.128,0.782,4.157983333333333,0.584,0.00132,0.0904,-8.165,0.0445,131.962,0.427
Comedy,Maria Bamford,Being A Good Person,140q3mbSGx6c00zeLRfb9Y,22,0.821,0.525,1.47245,0.776,0.0,0.738,-9.458,0.95,151.082,0.798
R&B,James Vincent McMorrow,Me and My Friends,7Bo8vjwc0qfdHeIixhHW6X,57,0.595,0.835,3.3333333333333335,0.66,2.62e-05,0.0465,-9.25,0.121,144.965,0.892
Comedy,Norm MacDonald,A Wonderful Afternoon Gone Awry,5k4setPTcuRqiUUDHM8N8I,18,0.96,0.61,2.1088833333333334,0.389,0.0,0.865,-7.701,0.409,66.817,0.543
R&B,Swizz Beatz,SWIZZMONTANA,7xUpDu4AXrj4HbOOhieaM5,53,0.0253,0.604,3.9742333333333337,0.896,1.22e-06,0.284,-2.407,0.162,93.066,0.881
Opera,Léo Delibes,"Coppelia, Act II: Valse de la poupee",1W0P9uUu3ZdmK1FRBl1Rnt,10,0.87,0.298,2.1428833333333333,0.00905,0.0294,0.12,-39.037,0.0488,86.015,0.0915
Comedy,Pete Holmes,Facebookery,2GXIw0gthIKxves45hgmZ0,29,0.836,0.546,4.21355,0.823,0.0,0.805,-7.923,0.896,81.246,0.61
Comedy,Ellen DeGeneres,Scary Things,5CbkAujrAEtP0Klm0bGzFE,26,0.927,0.622,4.86,0.569,0.0,0.861,-15.989,0.906,119.401,0.352
Opera,Tomaso Albinoni,"Suonate a tre doi violini e violoncello col basso per l’organo, Opera prima, Sonata No. 1 in D Minor: IV. Allegro",0p07ZMNCP4HR12Afri0ksF,12,0.889,0.458,1.6946666666666668,0.213,0.000181,0.164,-17.718,0.0447,109.637,0.535
Comedy,Hannibal Buress,Air Emergency,5LKlyjBx49DicURIHi1DwT,33,0.846,0.585,3.2797833333333335,0.738,0.0,0.601,-8.222,0.944,90.827,0.394
Classical,Felix Mendelssohn,"Symphony No. 4 in A Major, Op. 90 ""Italian"": Symphony No. 4 in A Major, Op. 90 ""Italian"": IV. Presto and Finale. Saltarello",75stAKvskB3uVgJiz2ymcH,37,0.918,0.418,5.337383333333333,0.144,0.675,0.124,-21.777,0.0381,100.183,0.3
Soul,Joe Trufant,Nike Checks,0n1J4OKP7VoYEBpzf7nRnC,39,0.584,0.511,3.6942333333333335,0.512,0.0,0.112,-10.022,0.0912,129.996,0.264
Children's Music,The Hit Crew Kids,"Hands & Shoulders, Knees & Toes",7c2LibzeG85912LDXqzFRe,0,0.25,0.894,0.5726166666666667,0.378,0.0,0.119,-6.751,0.0549,79.987,0.964
Opera,Richard Wagner,"Das Rheingold, WWV 86A: Scene 1: Weia! Waga! Woge, du Welle! (Woglinde)",128jO3sPV1DhXppjQ6S7cU,6,0.981,0.399,2.76645,0.431,0.000491,0.887,-10.054,0.0621,107.735,0.201
Ska,Leftöver Crack,...And out Come the N-Bomb,1ISTkalrEMYi5uQNGfK4cV,17,0.0493,0.412,2.2302166666666667,0.969,0.48,0.0817,-5.242,0.123,118.268,0.657
Electronic,UNKLE,Bloodstain,64M0qMGaryxUZFjRhYJ2xy,37,0.0317,0.643,5.939783333333334,0.576,0.187,0.654,-7.612,0.0432,160.074,0.221
Electronic,Björk,Heirloom,0adu8vRjVtB8k6VCuKFDIw,31,0.257,0.563,5.200666666666667,0.368,0.00697,0.0781,-11.623,0.048,179.786,0.49
Indie,Felix Cartal,Stop Being Yourself,2ewW50QGufVvqP959lB8F9,68,0.0127,0.662,4.1626,0.73,0.0,0.203,-5.407,0.0615,122.96,0.232
Folk,Picture This,Saviour,2a7Qtqop47xQK42JgqHllc,51,0.0387,0.588,3.75355,0.849,0.0,0.0757,-5.222,0.0295,132.007,0.688
Reggaeton,Alexis y Fido,Eso Ehh..!!!,7uCZiUZqnKSGBnr3YZTcxA,50,0.347,0.908,3.2533333333333334,0.81,3.49e-05,0.268,-6.753,0.132,95.006,0.76
Comedy,Chris Rock,The South,5O8hTtn61k5xM0hIbcGmEj,22,0.681,0.435,0.77445,0.652,0.0,0.936,-16.784,0.955,186.79,0.289
Classical,Wolfgang Amadeus Mozart,"Le nozze di Figaro, K.492 - Original version, Vienna 1786 / Act 2: ""Voi che sapete""",3eLZsE8bLki3oqbFiuWZ7V,35,0.981,0.368,2.8333333333333335,0.0943,0.00213,0.113,-19.879,0.0548,118.679,0.199
Classical,Howard Shore,Edoras,1ICBjx8MKVqZdXCnpUVfAB,32,0.736,0.152,4.5713333333333335,0.0224,0.738,0.118,-28.423,0.0408,106.334,0.0321
Soul,The Spinners,Cupid / I've Loved You For A Long Time,6zKFVGEDGLtf63Yxpz8kzJ,38,0.355,0.783,3.9448833333333337,0.669,0.0,0.0826,-9.438,0.043,122.772,0.871
Soul,ASTN,Tell Your Friends,7cufyCyrhb2QjTHmUL6GOb,35,0.218,0.852,3.4464166666666665,0.347,0.0,0.176,-13.697,0.163,129.975,0.805
Alternative,Hollyn,Can’t Live Without,25tjqTcyrBqt6IHAbUJCYW,46,0.455,0.627,4.380883333333333,0.56,0.0,0.126,-5.378,0.0667,97.967,0.493
Movie,Joseph Williams,Your Song,1jeBOSYqKaLh7pGmM6uVe5,9,0.926,0.574,4.023783333333333,0.195,0.000291,0.104,-14.116,0.0291,132.428,0.499
Children's Music,The Backyardigans,Shake Your Body,6gVcidTV6iZU6QMl1fxDGH,20,0.262,0.875,2.0591166666666667,0.63,9.03e-06,0.081,-8.391,0.0456,118.637,0.859
Children's Music,Enzo Garcia,This Little Light Of Mine,0XdYEAjVlS1Aq0IMjREV84,0,0.762,0.639,3.586,0.44,0.0681,0.125,-10.908,0.0319,103.018,0.285
World,Brian Eno,Kazakhstan - Edit,5Dmh26EMqtKqNosfzJdyTH,41,0.29,0.101,4.5897,0.19,0.919,0.0964,-19.881,0.0439,73.011,0.034
Reggae,I Wayne,Burn Babylon In Dub,32LiLlvWJkzRSVlgAX9feM,0,0.457,0.656,4.0636833333333335,0.823,3.95e-05,0.0758,-3.694,0.0683,161.984,0.737
Reggaeton,Arcangel,Gucci Boys Club,0roz8vCn2Fg6DtFMBMCIoJ,35,0.31,0.628,3.375783333333333,0.791,0.0,0.344,-4.735,0.304,82.4,0.547
Blues,Buffalo Fuzz,Perfect Man,62AUjyLBcIPnpu8r6Onl1X,36,0.00872,0.459,5.421883333333334,0.58,0.0203,0.124,-9.7,0.0353,128.789,0.185
Reggae,Slightly Stoopid,Marijuana (feat. Don Carlos),1QE7Xkz23mRWmBxvLJKNnw,33,0.0453,0.585,3.5582166666666666,0.763,0.000153,0.353,-6.132,0.152,167.693,0.881
Country,Chris LeDoux,One Less Tornado,5qdmrZD79v5MP7oRtSb3Ae,34,0.522,0.316,3.8366666666666664,0.566,0.0,0.246,-7.005,0.0313,157.176,0.602
Hip-Hop,UnoTheActivist,Things I Brought,3gvgn5f7OvkrfLEXT4LTM6,58,0.187,0.78,3.2022166666666667,0.552,0.0,0.326,-7.012,0.163,147.979,0.251
Ska,Propagandhi,Comply/Resist,2J8195fboRXXVyMpMNUuCN,39,0.00758,0.39,3.3786666666666667,0.968,5.99e-06,0.0613,-3.907,0.0967,103.711,0.155
Blues,Bigg Robb,"Float On Bigg Robb Remix (feat. Archie, Larry & Omar)",6eiZEXJD8UusRAgCgRO7zl,28,0.158,0.791,5.929116666666666,0.484,0.0,0.0598,-6.785,0.0386,86.024,0.686
Movie,Randy Newman,Political Science - Remastered,3ECyzv2mucP3SjaiQQyLIv,32,0.803,0.665,2.052216666666667,0.244,0.0,0.204,-11.908,0.042,104.595,0.303
Classical,Frédéric Chopin,Chopin : 24 Preludes Op.28 : No.9 in E major,4HAKHZ9Hc52zU7Uoy5vZVb,29,0.995,0.432,1.79155,0.0154,0.952,0.101,-24.654,0.0541,67.178,0.0331
Folk,Melanie,"Look What They've Done To My Song, Ma",4SD1AmG7x1ks4XYgH0cNRj,42,0.698,0.492,4.047116666666667,0.271,0.0,0.14,-8.109,0.0349,71.563,0.64
Jazz,Larry Coryell,Souls Dirge,38HFl3KpUUTtsPylnirf8N,33,0.494,0.43,9.352,0.68,0.554,0.684,-9.88,0.0394,78.148,0.634
Soundtrack,Hans Zimmer,"Hoist the Colours - From ""Pirates of the Caribbean: At World's End""/Soundtrack Version",1xvtgNKtzZwOeLDkxgMzav,44,0.691,0.251,1.518,0.108,2.2e-05,0.707,-23.51,0.0439,131.686,0.229
Reggae,SOJA,It's Not Too Late,10Mqti1uAjyQ2y7aEqSkE4,35,0.0757,0.77,3.5713333333333335,0.728,0.0,0.0826,-4.666,0.0343,126.044,0.842
Soundtrack,Maurice Jarre,Lawrence Of Arabia: Theme,4Uwig2nSvv0LvuZxOIiqyL,29,0.739,0.221,3.5137833333333335,0.278,0.753,0.0532,-13.917,0.0417,126.076,0.0642
Alternative,TV On The Radio,Happy Idiot,63mnZ0zF5fBwJzYg2pDo9e,53,0.00223,0.625,3.050033333333334,0.945,0.000795,0.0777,-4.245,0.0652,139.994,0.846
Movie,Randy Newman,"Oh, Celia!",1jAFNfpwOGw8jvEG6CBjdB,27,0.861,0.453,1.1271166666666668,0.123,0.813,0.431,-15.909,0.0336,118.845,0.443
Electronic,DJ Snake,Propaganda - Moksi Remix,3paGFJ75UAfVPxm4YAWZB9,36,9.82e-05,0.706,3.0393333333333334,0.903,0.771,0.0319,-4.626,0.0611,134.998,0.501
Dance,Knife Party,Give It Up,5v26uKaXYsWRwWF21WVB3S,44,0.000691,0.553,4.186216666666667,0.97,0.219,0.0313,-2.909,0.0641,174.009,0.648
World,Stars Of The Lid,"Ballad of Distances, Pt. 1",3kXsjZ6svT6gwNIF1YDJ9r,28,0.983,0.191,3.605783333333333,0.00385,0.911,0.145,-34.165,0.0426,76.153,0.036
Indie,Colter Wall,Johnny Boy's Bones,05j6LjbEdFWbASJUn9yOBX,53,0.112,0.443,2.93955,0.616,0.00219,0.0834,-7.193,0.0543,110.028,0.574
Soundtrack,Benjamin Wallfisch,"Come Join The Clown, Eds",0ww0IX8MDPRt3vWRfCcGDq,25,0.00111,0.388,1.3373333333333333,0.225,0.925,0.0859,-18.056,0.0454,120.796,0.079
Soul,Alex Lustig,Flaws,467s88pICKWvIziPXiaFmX,42,0.661,0.622,2.81095,0.47,0.0122,0.117,-11.719,0.353,148.106,0.171
Soul,Leona Lewis,Run,6DJyLjFmvV4IXblozR4CAZ,48,0.43,0.302,5.245333333333333,0.461,5.61e-06,0.122,-6.166,0.0292,142.434,0.0932
Blues,Cage The Elephant,Tokyo Smoke,3POYMPJ0HJGtBc7aO2H7QV,53,1.67e-05,0.454,3.4282166666666667,0.953,0.0825,0.106,-3.05,0.152,142.971,0.446
Electronic,Archive,Hatchet,5uEk4eSgw3JG4TNlcy0PAM,22,0.0528,0.627,4.25955,0.632,0.0719,0.113,-10.338,0.054,169.97,0.47
Comedy,Joe Zimmerman,Power Cycling,4sOKluVYy6XvOX8loj6y5Z,13,0.869,0.558,1.3188333333333333,0.7,0.0,0.641,-12.448,0.925,125.239,0.401
Alternative,Black Rebel Motorcycle Club,Beat the Devil's Tattoo,2iPTESocncak2Q45oXzKOG,55,0.42,0.521,3.7626666666666666,0.921,0.0207,0.175,-2.744,0.0382,96.51,0.707
Ska,Street Dogs,Fighter,1CeYt35VNsdDFJZNoPQphc,23,0.000208,0.214,3.2028833333333333,0.963,0.0,0.167,-5.485,0.0476,174.763,0.861
Movie,Henri Salvador,Re Bonjour,3rDD7FE6tsqGV0mHn0P7D5,0,0.951,0.61,2.703333333333333,0.111,0.0,0.141,-16.173,0.073,131.251,0.474
Hip-Hop,"Tyler, The Creator",48,2wK7y55bzry7tUDmDqYaz7,55,0.132,0.558,4.12155,0.887,0.0,0.89,-8.083,0.276,119.893,0.535
Folk,The Grass Roots,Wait A Million Years,1v7ug9kMDdOQvOpZ8Dl2gS,41,0.155,0.585,3.3366666666666664,0.671,0.000145,0.0564,-10.488,0.0488,127.708,0.373
Comedy,Lewis Black,Gun Control,77z5A527xiyMxO2mq5Vycl,31,0.709,0.701,3.11075,0.43,0.0,0.812,-16.851,0.936,108.36,0.0821
Folk,Jessica Pratt,Bushel Hyde,6oeRdUqXFfueEqxEKU4Mbd,45,0.965,0.394,4.18135,0.236,0.146,0.108,-11.747,0.0341,164.88,0.234
Electronic,Jon Hopkins,Wire,6nakoZt5EKyfTEiJ3V28rG,20,2.04e-05,0.593,4.684216666666667,0.789,0.00238,0.128,-4.845,0.0255,94.995,0.793
Hip-Hop,Styles P,Good Times,7cFpB4ozcSwXuhqjvNbrbP,66,0.18,0.676,3.524883333333334,0.762,0.0,0.784,-7.483,0.313,81.745,0.648
World,River Valley Worship,No Wonder (Roar of the Rugged Cross),3FgS1C0Xk4OwNQEZ2VQV6A,39,0.00307,0.294,6.41955,0.638,0.0,0.69,-6.153,0.0309,151.736,0.168
Country,Dixie Chicks,White Trash Wedding,6GB91cCi1sEd4fguawG1vb,40,0.127,0.554,2.3177833333333333,0.704,0.00305,0.0723,-7.211,0.0553,162.089,0.337
Alternative,Toro y Moi,Omaha,4vDQMtAXkPwRxEqM8oXtMQ,53,0.0645,0.618,3.27985,0.498,0.0301,0.291,-8.29,0.0259,80.055,0.818
Classical,César Franck,Sonata in A Major: IV. Allegretto poco mosso,3ZI9TDcOzeVd6HtR3IWNhH,31,0.961,0.157,6.408216666666666,0.217,0.0209,0.113,-15.144,0.0494,84.739,0.178
Soundtrack,Immediate,Journey To Glory,5tFlkH5X8IXD2ZEvQgE4QG,28,0.21,0.371,2.716666666666667,0.41,0.26,0.081,-11.588,0.0403,133.047,0.0496
Ska,NOFX,The Idiots Are Taking Over,4vctdvd0M1Wv1Cs3HP9oth,30,0.000249,0.424,3.37845,0.963,2.78e-05,0.0684,-4.369,0.172,143.466,0.508
Opera,Richard Wagner,"Das Rheingold / Zweite Szene: ""Sanft schloß Schlaf dein Aug'""",0QTdlCxynPopZElXtqn6vm,9,0.858,0.363,7.46555,0.147,2.99e-06,0.657,-18.642,0.0477,93.895,0.151
Ska,Black Flag,Modern Man,3lCkFbgYEemC0IRPARkVMV,23,0.0122,0.418,3.1862166666666667,0.487,0.0,0.245,-15.131,0.0654,102.167,0.17
Movie,Helen Morris,Hero of the Story,57PbXFEU0AApURfd82twgR,16,0.679,0.542,3.4942166666666665,0.253,0.0,0.104,-13.91,0.0362,143.844,0.352
Indie,LP,Recovery,1a5P7IvLUhRhLnnbkev3PI,59,0.274,0.518,3.9150833333333335,0.545,2.31e-05,0.183,-7.893,0.0385,75.06,0.162
Soundtrack,Harry Gregson-Williams,"Destiny - From ""Prince of Persia: The Sands of Time""/Score",2YpgYEEdhas7xmgy3Hq0kB,26,0.901,0.077,3.644216666666667,0.0681,0.923,0.0516,-19.366,0.0432,81.428,0.0343
Movie,The Mellomen,Feather Your Nest,0FWCXTX1AyQmHCEfWdDV67,3,0.994,0.549,2.488,0.0634,1.36e-05,0.117,-13.492,0.0386,133.765,0.568
Comedy,Jesse Joyce,Art History,02jCGuVzNM9lfFb3ETWXPH,11,0.788,0.573,2.0902166666666666,0.58,0.0,0.664,-15.214,0.802,87.206,0.561
Indie,Louis The Child,Right To It (with Ashe),6aLpLTAUASREvQE105XOb3,58,0.0857,0.687,2.9240666666666666,0.611,0.0,0.301,-7.313,0.126,79.034,0.789
Ska,Against Me!,One by One,3TBxTtHj4DlZGNKaiLydzl,25,0.000129,0.452,3.58445,0.983,0.373,0.14,-3.155,0.107,147.399,0.48
Children's Music,The Beat Bugs,Getting Better,5bBSLRpnd3Gi2mR6XXokyG,19,0.362,0.646,2.927783333333333,0.678,0.0,0.0976,-5.809,0.0299,119.98,0.758
Blues,Ray Charles,Let the Good Times Roll,1IV8T9xWxJc0tSEFJit25F,42,0.66,0.585,2.8628833333333334,0.454,0.0,0.586,-9.366,0.288,103.573,0.654
Comedy,Matt Braunger,Killin' It!,2XNMv40hVppaCxqsT44Pr3,26,0.602,0.551,3.217416666666667,0.655,0.0,0.958,-9.663,0.945,179.248,0.575
Anime,Nobuo Uematsu,Electric de Chocobo,1NcAqFJLiUXAxi2ForEuiI,31,0.083,0.552,4.041783333333333,0.931,0.62,0.101,-13.99,0.0327,163.008,0.969
Soundtrack,John Williams,Farewell and The Trip,5rNeP2W50bPqxNGznooWCV,36,0.959,0.165,4.92645,0.134,0.8,0.0897,-15.853,0.0357,94.306,0.0381
Rock,AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),7nemcVsXVFZF01iqpIIo2Y,71,0.133,0.456,5.02045,0.863,0.0545,0.0553,-3.551,0.0894,135.966,0.532
Dance,Beyoncé,That's How You Like It,68JTZDIYLoUwW4ibQZrM1X,45,0.167,0.493,3.6533333333333338,0.527,0.0,0.288,-9.752,0.33,103.451,0.697
Reggaeton,Vico C,Súper Héroe,7kntQu69HCNBmKtdMRmVjg,38,0.132,0.801,4.1688833333333335,0.629,4.54e-05,0.111,-5.552,0.321,167.346,0.717
Ska,Less Than Jake,Conviction Notice,5yHUh7YOUZBsLtGNBqIXXC,18,0.00938,0.461,2.580216666666667,0.935,4.29e-06,0.25,-4.361,0.114,194.504,0.929
Children's Music,The Wayfarers,50 Million Blowflies Can't Be Wrong,1WIqzDmd1PF6Ib0brUb4p8,0,0.686,0.742,2.4833333333333334,0.425,0.0,0.305,-13.181,0.0391,125.732,0.88
Indie,Coast Modern,Cute - Recorded at Spotify Studios NYC,7GkGGmm8SL7VM07llfsmH0,46,0.046,0.675,3.668516666666666,0.543,0.0,0.115,-7.673,0.0395,79.017,0.668
Ska,The Aquabats!,Robot Theme Song,05xTiCemDEtlh1NQogWU8F,21,0.748,0.731,1.090666666666667,0.259,0.627,0.166,-15.337,0.042,140.036,0.657
Classical,London Philharmonic Orchestra,"Adagio for Strings, Op. 11a",3kzfOc03nK88EPZHbjH3l9,44,0.932,0.152,8.376883333333334,0.171,0.868,0.107,-16.298,0.0412,77.736,0.0335
Folk,The Lumineers,Walls,3UpEsDQyd6eyRQzgQdNyGo,61,0.692,0.609,3.31865,0.44,0.0,0.0688,-6.32,0.0265,108.427,0.43
Dance,Betty Who,Mama Say,5z9LKHHqn4EZGkueiDgHCx,49,0.0109,0.793,3.19755,0.656,0.0,0.0596,-4.625,0.0674,95.013,0.594
Opera,Giuseppe Verdi,"""Ciel! mio padre!""",54v5qkoid62cvzv3G7wXSb,16,0.976,0.333,7.82485,0.264,0.00282,0.0918,-14.224,0.0631,140.61,0.0669
Country,Dolly Parton,Do I Ever Cross Your Mind - 2015 Remaster; Remastered,7gNbidsHK16wvnuK2VgaVc,40,0.498,0.343,3.28755,0.306,0.0,0.235,-11.247,0.0495,185.872,0.53
Reggae,The Expendables,Chrons,0GuJlTIaeN4Z5Q823Mt0gg,22,0.00928,0.564,4.625116666666667,0.56,0.0259,0.115,-7.435,0.0374,92.666,0.528
Opera,Luciano Pavarotti,"Il Trovatore / Act 3: ""Di quella pira""",75rjz6VnTEgU7KW1fgazOq,18,0.927,0.326,3.30845,0.488,0.0266,0.105,-8.942,0.0872,82.505,0.326
Opera,Luciano Pavarotti,"La Bohème / Act 1: ""Che gelida manina""",1yv79JezxId2JdgsO51QuG,25,0.976,0.169,4.6368833333333335,0.332,0.0128,0.114,-12.564,0.0465,66.544,0.0548
Soundtrack,Fernando Velázquez,Allerdale Hall,6LxZ6oCcT2SjMs6JadaleQ,41,0.901,0.194,6.31845,0.118,0.894,0.0688,-14.867,0.0421,69.463,0.0366
Comedy,Rodney Carrington,72 Virgins and a Crown,5IU2jYVt7SsLyzlWUW0wnr,28,0.732,0.57,4.531116666666667,0.466,0.0,0.823,-19.58,0.935,123.571,0.114
Anime,Hikaru Utada,In My Room,3R4Yhp87d7GsGHgp92qlUH,32,0.0449,0.712,4.31955,0.797,0.0,0.243,-3.786,0.0434,88.966,0.637
Anime,SawanoHiroyuki[nZk],scaPEGoat (feat. Yosh),5Wr8Zi5VoXHXmDk0GOWi5n,34,0.00649,0.458,5.128216666666667,0.824,2.9e-06,0.125,-5.738,0.0392,155.967,0.451
Opera,Ambroise Thomas,Mignon: Overture,0l55vRahTGvsDRDNAaa4Ld,7,0.969,0.288,8.581333333333333,0.114,0.81,0.0901,-19.4,0.0437,97.41,0.0665
Electronic,Barely Alive,Deeper In Love Ft. Great Good Fine Ok,7iSv1dmhrcUzONiOhgn0VG,31,0.00249,0.742,3.3333333333333335,0.691,0.0,0.0285,-2.88,0.0707,96.977,0.532
Folk,The Decemberists,Traveling On,2Mev9s0GIkwzvJLbXiZYGs,42,0.0247,0.578,4.482666666666667,0.759,2.54e-05,0.0621,-7.587,0.0302,117.018,0.468
Soundtrack,John Powell,Somebody's Gerry,3CdcxMNTdzdh8QzSwHoHlz,36,0.938,0.184,1.710883333333333,0.0191,0.0692,0.0651,-29.369,0.0471,54.965,0.0376
Folk,Rhys Lewis,Wish I Was Sober,2hjkH2E9z2z7ejx0KBTwwj,49,0.0311,0.69,3.457333333333333,0.77,0.0,0.106,-6.481,0.0317,124.001,0.715
Ska,Guttermouth,Perfect World,4e8OPSQDIGZZj2MXy0f12A,33,0.017,0.499,1.88955,0.972,0.0,0.15,-4.017,0.0516,132.01,0.771
Classical,Pyotr Ilyich Tchaikovsky,"The Nutcracker, Op.71 : No. 1 The Christmas Tree",0GZ56QXRhSyV7Z38fdCQKk,28,0.899,0.273,3.932,0.111,0.852,0.106,-25.759,0.0401,102.37,0.158
Opera,Giuseppe Verdi,"Un ballo in maschera, Act II: Act II Scene 1: Ecco l'orrido campo (Amelia)",1u76QuiZijwI5hClsGUYx5,9,0.888,0.219,6.92755,0.0514,4.4e-06,0.946,-26.841,0.0699,81.199,0.0489
Children's Music,SteveSongs,Get Ready! (An Explorer Is Always Prepared),5rAqur79yv0vy7q0xrtzPp,1,0.335,0.664,1.4357833333333334,0.736,0.0,0.126,-6.443,0.0805,87.015,0.886
Folk,The Who,Baba O'Riley,3qiyyUfYe7CRYLucrPmulD,76,0.287,0.494,5.0,0.722,0.186,0.283,-8.373,0.0347,117.312,0.156
Blues,Willie Mitchell,Cuddlin' Up,3EPneafLubgpyrq45fkAQl,29,0.775,0.745,3.3451166666666667,0.57,0.837,0.164,-8.034,0.0256,95.592,0.783
Reggae,Groundation,Warrior Blues,3OwT6oaYoVwr956NIwzBuj,24,0.00639,0.68,4.2,0.545,0.0,0.0438,-6.793,0.121,146.613,0.798
Soundtrack,Max Richter,Constellation 2 - Pt. 3,10HfpEV7qGMM1RQ6wpmeXp,36,0.928,0.257,3.70415,0.178,0.903,0.0936,-21.148,0.0345,132.404,0.045
Reggaeton,Daddy Yankee,Intro - Cangri,4BoffaHVy8SbyozCnvIuxs,28,0.0239,0.702,2.1551,0.682,0.000179,0.309,-8.259,0.118,106.03,0.512
Country,Alan Jackson,Summertime Blues,3hV8Gvijx6cVv339o3uCSK,54,0.374,0.395,3.20155,0.862,3.29e-05,0.209,-6.837,0.0426,80.716,0.964
R&B,Kyle Dion,Hands to Yourself,2hUAWoDLDZLMx5SBbRFzDS,31,0.099,0.797,3.4084666666666665,0.578,3.56e-06,0.0604,-5.963,0.0573,124.018,0.866
Ska,Rancid,Radio Havana,1ydEGqAgszVAlF9o0hIpOI,33,0.00386,0.382,3.7062166666666663,0.954,0.0,0.354,-3.857,0.118,180.371,0.339
Soul,Broods,Old Dog,2bRKV3SD5NVqdrfzK04tSu,43,0.00132,0.615,3.712816666666667,0.951,0.00143,0.0442,-3.203,0.0357,114.991,0.96
Folk,Judah & the Lion,Take It All Back,4bRfMTaUtQn1QvowPx47ZD,53,0.00708,0.428,4.239116666666667,0.819,3.02e-05,0.325,-9.108,0.137,148.926,0.728
World,Dorothy Ashby,Life Has Its Trials,6n79nbHuBnnA3PrUCkhUWG,31,0.664,0.502,4.522,0.574,0.0737,0.0941,-13.482,0.0393,102.267,0.913
Comedy,Tim Wilson,The Talladega Song,5EFK9aCQIqH08O9BKolAtO,12,0.384,0.801,2.542883333333333,0.762,0.0,0.0687,-4.42,0.205,91.072,0.948
Movie,Kristin Chenoweth,You'll Think of Someone,7zka48TMKy9RGUuC83Eb1q,16,0.827,0.601,2.324883333333333,0.209,0.0,0.0931,-13.551,0.049,128.266,0.303
Reggae,Dispatch,Whirlwind,2fkbznrijHacp1ZkPitqd5,31,0.0404,0.57,4.94,0.499,0.0905,0.0757,-6.39,0.0324,101.519,0.0331
Reggaeton,Wisin & Yandel,La Revolución,48oq411mRqaeKa9PLVSfzX,32,0.176,0.761,4.244,0.839,2.55e-06,0.121,-6.477,0.248,96.996,0.619
Reggae,MAGIC!,Have It All,0lO9BLaivS4H4vRtPHVIBX,35,0.009,0.657,3.6273333333333335,0.859,5.16e-06,0.175,-5.337,0.0441,106.079,0.728
Movie,Dick Van Dyke,Ain't We Got Fun,5OekQLfM8hnRGDPRFAlT9X,5,0.801,0.709,2.12395,0.376,0.0,0.291,-10.595,0.0945,83.206,0.826
